,file_path,gender_category,emotion_label
1777,TESS Toronto emotional speech set data/YAF_happy/YAF_chain_happy.wav,female,happy
1778,TESS Toronto emotional speech set data/YAF_happy/YAF_near_happy.wav,female,happy
1779,TESS Toronto emotional speech set data/YAF_happy/YAF_nag_happy.wav,female,happy
1780,TESS Toronto emotional speech set data/YAF_happy/YAF_turn_happy.wav,female,happy
1781,TESS Toronto emotional speech set data/YAF_happy/YAF_pearl_happy.wav,female,happy
1782,TESS Toronto emotional speech set data/YAF_happy/YAF_mop_happy.wav,female,happy
1783,TESS Toronto emotional speech set data/YAF_happy/YAF_whip_happy.wav,female,happy
1784,TESS Toronto emotional speech set data/YAF_happy/YAF_mouse_happy.wav,female,happy
1785,TESS Toronto emotional speech set data/YAF_happy/YAF_pick_happy.wav,female,happy
1786,TESS Toronto emotional speech set data/YAF_happy/YAF_numb_happy.wav,female,happy
1787,TESS Toronto emotional speech set data/YAF_happy/YAF_seize_happy.wav,female,happy
1788,TESS Toronto emotional speech set data/YAF_happy/YAF_lore_happy.wav,female,happy
1789,TESS Toronto emotional speech set data/YAF_happy/YAF_soap_happy.wav,female,happy
1790,TESS Toronto emotional speech set data/YAF_happy/YAF_boat_happy.wav,female,happy
1791,TESS Toronto emotional speech set data/YAF_happy/YAF_mode_happy.wav,female,happy
1792,TESS Toronto emotional speech set data/YAF_happy/YAF_choice_happy.wav,female,happy
1793,TESS Toronto emotional speech set data/YAF_happy/YAF_haze_happy.wav,female,happy
1794,TESS Toronto emotional speech set data/YAF_happy/YAF_rough_happy.wav,female,happy
1795,TESS Toronto emotional speech set data/YAF_happy/YAF_read_happy.wav,female,happy
1796,TESS Toronto emotional speech set data/YAF_happy/YAF_which_happy.wav,female,happy
1797,TESS Toronto emotional speech set data/YAF_happy/YAF_lot_happy.wav,female,happy
1798,TESS Toronto emotional speech set data/YAF_happy/YAF_peg_happy.wav,female,happy
1799,TESS Toronto emotional speech set data/YAF_happy/YAF_neat_happy.wav,female,happy
1800,TESS Toronto emotional speech set data/YAF_happy/YAF_pain_happy.wav,female,happy
1801,TESS Toronto emotional speech set data/YAF_happy/YAF_late_happy.wav,female,happy
1802,TESS Toronto emotional speech set data/YAF_happy/YAF_lid_happy.wav,female,happy
1803,TESS Toronto emotional speech set data/YAF_happy/YAF_reach_happy.wav,female,happy
1804,TESS Toronto emotional speech set data/YAF_happy/YAF_third_happy.wav,female,happy
1805,TESS Toronto emotional speech set data/YAF_happy/YAF_red_happy.wav,female,happy
1806,TESS Toronto emotional speech set data/YAF_happy/YAF_note_happy.wav,female,happy
1807,TESS Toronto emotional speech set data/YAF_happy/YAF_bar_happy.wav,female,happy
1808,TESS Toronto emotional speech set data/YAF_happy/YAF_ripe_happy.wav,female,happy
1809,TESS Toronto emotional speech set data/YAF_happy/YAF_doll_happy.wav,female,happy
1810,TESS Toronto emotional speech set data/YAF_happy/YAF_ditch_happy.wav,female,happy
1811,TESS Toronto emotional speech set data/YAF_happy/YAF_talk_happy.wav,female,happy
1812,TESS Toronto emotional speech set data/YAF_happy/YAF_bite_happy.wav,female,happy
1813,TESS Toronto emotional speech set data/YAF_happy/YAF_mess_happy.wav,female,happy
1814,TESS Toronto emotional speech set data/YAF_happy/YAF_fall_happy.wav,female,happy
1815,TESS Toronto emotional speech set data/YAF_happy/YAF_vote_happy.wav,female,happy
1816,TESS Toronto emotional speech set data/YAF_happy/YAF_join_happy.wav,female,happy
1817,TESS Toronto emotional speech set data/YAF_happy/YAF_room_happy.wav,female,happy
1818,TESS Toronto emotional speech set data/YAF_happy/YAF_sure_happy.wav,female,happy
1819,TESS Toronto emotional speech set data/YAF_happy/YAF_life_happy.wav,female,happy
1820,TESS Toronto emotional speech set data/YAF_happy/YAF_juice_happy.wav,female,happy
1821,TESS Toronto emotional speech set data/YAF_happy/YAF_lease_happy.wav,female,happy
1822,TESS Toronto emotional speech set data/YAF_happy/YAF_wag_happy.wav,female,happy
1823,TESS Toronto emotional speech set data/YAF_happy/YAF_shall_happy.wav,female,happy
1824,TESS Toronto emotional speech set data/YAF_happy/YAF_pass_happy.wav,female,happy
1825,TESS Toronto emotional speech set data/YAF_happy/YAF_hit_happy.wav,female,happy
1826,TESS Toronto emotional speech set data/YAF_happy/YAF_sub_happy.wav,female,happy
1827,TESS Toronto emotional speech set data/YAF_happy/YAF_tire_happy.wav,female,happy
1828,TESS Toronto emotional speech set data/YAF_happy/YAF_goose_happy.wav,female,happy
1829,TESS Toronto emotional speech set data/YAF_happy/YAF_judge_happy.wav,female,happy
1830,TESS Toronto emotional speech set data/YAF_happy/YAF_hurl_happy.wav,female,happy
1831,TESS Toronto emotional speech set data/YAF_happy/YAF_jail_happy.wav,female,happy
1832,TESS Toronto emotional speech set data/YAF_happy/YAF_tool_happy.wav,female,happy
1833,TESS Toronto emotional speech set data/YAF_happy/YAF_hush_happy.wav,female,happy
1834,TESS Toronto emotional speech set data/YAF_happy/YAF_rat_happy.wav,female,happy
1835,TESS Toronto emotional speech set data/YAF_happy/YAF_puff_happy.wav,female,happy
1836,TESS Toronto emotional speech set data/YAF_happy/YAF_lean_happy.wav,female,happy
1837,TESS Toronto emotional speech set data/YAF_happy/YAF_gas_happy.wav,female,happy
1838,TESS Toronto emotional speech set data/YAF_happy/YAF_deep_happy.wav,female,happy
1839,TESS Toronto emotional speech set data/YAF_happy/YAF_mob_happy.wav,female,happy
1840,TESS Toronto emotional speech set data/YAF_happy/YAF_phone_happy.wav,female,happy
1841,TESS Toronto emotional speech set data/YAF_happy/YAF_dime_happy.wav,female,happy
1842,TESS Toronto emotional speech set data/YAF_happy/YAF_sail_happy.wav,female,happy
1843,TESS Toronto emotional speech set data/YAF_happy/YAF_size_happy.wav,female,happy
1844,TESS Toronto emotional speech set data/YAF_happy/YAF_bought_happy.wav,female,happy
1845,TESS Toronto emotional speech set data/YAF_happy/YAF_road_happy.wav,female,happy
1846,TESS Toronto emotional speech set data/YAF_happy/YAF_shack_happy.wav,female,happy
1847,TESS Toronto emotional speech set data/YAF_happy/YAF_soup_happy.wav,female,happy
1848,TESS Toronto emotional speech set data/YAF_happy/YAF_home_happy.wav,female,happy
1849,TESS Toronto emotional speech set data/YAF_happy/YAF_ton_happy.wav,female,happy
1850,TESS Toronto emotional speech set data/YAF_happy/YAF_rag_happy.wav,female,happy
1851,TESS Toronto emotional speech set data/YAF_happy/YAF_shawl_happy.wav,female,happy
1852,TESS Toronto emotional speech set data/YAF_happy/YAF_such_happy.wav,female,happy
1853,TESS Toronto emotional speech set data/YAF_happy/YAF_cab_happy.wav,female,happy
1854,TESS Toronto emotional speech set data/YAF_happy/YAF_pad_happy.wav,female,happy
1855,TESS Toronto emotional speech set data/YAF_happy/YAF_yes_happy.wav,female,happy
1856,TESS Toronto emotional speech set data/OAF_Fear/OAF_third_fear.wav,female,fear
1857,TESS Toronto emotional speech set data/OAF_Fear/OAF_yes_fear.wav,female,fear
1858,TESS Toronto emotional speech set data/OAF_Fear/OAF_thin_fear.wav,female,fear
1859,TESS Toronto emotional speech set data/OAF_Fear/OAF_lose_fear.wav,female,fear
1860,TESS Toronto emotional speech set data/OAF_Fear/OAF_pole_fear.wav,female,fear
1861,TESS Toronto emotional speech set data/OAF_Fear/OAF_kick_fear.wav,female,fear
1862,TESS Toronto emotional speech set data/OAF_Fear/OAF_nag_fear.wav,female,fear
1863,TESS Toronto emotional speech set data/OAF_Fear/OAF_met_fear.wav,female,fear
1864,TESS Toronto emotional speech set data/OAF_Fear/OAF_dip_fear.wav,female,fear
1865,TESS Toronto emotional speech set data/OAF_Fear/OAF_hash_fear.wav,female,fear
1866,TESS Toronto emotional speech set data/OAF_Fear/OAF_mood_fear.wav,female,fear
1867,TESS Toronto emotional speech set data/OAF_Fear/OAF_bath_fear.wav,female,fear
1868,TESS Toronto emotional speech set data/OAF_Fear/OAF_far_fear.wav,female,fear
1869,TESS Toronto emotional speech set data/OAF_Fear/OAF_such_fear.wav,female,fear
1870,TESS Toronto emotional speech set data/OAF_Fear/OAF_soup_fear.wav,female,fear
1871,TESS Toronto emotional speech set data/OAF_Fear/OAF_name_fear.wav,female,fear
1872,TESS Toronto emotional speech set data/OAF_Fear/OAF_lid_fear.wav,female,fear
1873,TESS Toronto emotional speech set data/OAF_Fear/OAF_ditch_fear.wav,female,fear
1874,TESS Toronto emotional speech set data/OAF_Fear/OAF_numb_fear.wav,female,fear
1875,TESS Toronto emotional speech set data/OAF_Fear/OAF_rat_fear.wav,female,fear
1876,TESS Toronto emotional speech set data/OAF_Fear/OAF_wash_fear.wav,female,fear
1877,TESS Toronto emotional speech set data/OAF_Fear/OAF_pain_fear.wav,female,fear
1878,TESS Toronto emotional speech set data/OAF_Fear/OAF_moon_fear.wav,female,fear
1879,TESS Toronto emotional speech set data/OAF_Fear/OAF_bought_fear.wav,female,fear
1880,TESS Toronto emotional speech set data/OAF_Fear/OAF_which_fear.wav,female,fear
1881,TESS Toronto emotional speech set data/OAF_Fear/OAF_goal_fear.wav,female,fear
1882,TESS Toronto emotional speech set data/OAF_Fear/OAF_match_fear.wav,female,fear
1883,TESS Toronto emotional speech set data/OAF_Fear/OAF_beg_fear.wav,female,fear
1884,TESS Toronto emotional speech set data/OAF_Fear/OAF_time_fear.wav,female,fear
1885,TESS Toronto emotional speech set data/OAF_Fear/OAF_pass_fear.wav,female,fear
1886,TESS Toronto emotional speech set data/OAF_Fear/OAF_hire_fear.wav,female,fear
1887,TESS Toronto emotional speech set data/OAF_Fear/OAF_bone_fear.wav,female,fear
1888,TESS Toronto emotional speech set data/OAF_Fear/OAF_lean_fear.wav,female,fear
1889,TESS Toronto emotional speech set data/OAF_Fear/OAF_wire_fear.wav,female,fear
1890,TESS Toronto emotional speech set data/OAF_Fear/OAF_hate_fear.wav,female,fear
1891,TESS Toronto emotional speech set data/OAF_Fear/OAF_base_fear.wav,female,fear
1892,TESS Toronto emotional speech set data/OAF_Fear/OAF_gap_fear.wav,female,fear
1893,TESS Toronto emotional speech set data/OAF_Fear/OAF_take_fear.wav,female,fear
1894,TESS Toronto emotional speech set data/OAF_Fear/OAF_sheep_fear.wav,female,fear
1895,TESS Toronto emotional speech set data/OAF_Fear/OAF_vine_fear.wav,female,fear
1896,TESS Toronto emotional speech set data/OAF_Fear/OAF_ring_fear.wav,female,fear
1897,TESS Toronto emotional speech set data/OAF_Fear/OAF_burn_fear.wav,female,fear
1898,TESS Toronto emotional speech set data/OAF_Fear/OAF_goose_fear.wav,female,fear
1899,TESS Toronto emotional speech set data/OAF_Fear/OAF_when_fear.wav,female,fear
1900,TESS Toronto emotional speech set data/OAF_Fear/OAF_deep_fear.wav,female,fear
1901,TESS Toronto emotional speech set data/OAF_Fear/OAF_neat_fear.wav,female,fear
1902,TESS Toronto emotional speech set data/OAF_Fear/OAF_turn_fear.wav,female,fear
1903,TESS Toronto emotional speech set data/OAF_Fear/OAF_back_fear.wav,female,fear
1904,TESS Toronto emotional speech set data/OAF_Fear/OAF_date_fear.wav,female,fear
1905,TESS Toronto emotional speech set data/OAF_Fear/OAF_live_fear.wav,female,fear
1906,TESS Toronto emotional speech set data/OAF_Fear/OAF_mode_fear.wav,female,fear
1907,TESS Toronto emotional speech set data/OAF_Fear/OAF_whip_fear.wav,female,fear
1908,TESS Toronto emotional speech set data/OAF_Fear/OAF_lore_fear.wav,female,fear
1909,TESS Toronto emotional speech set data/OAF_Fear/OAF_rag_fear.wav,female,fear
1910,TESS Toronto emotional speech set data/OAF_Fear/OAF_kite_fear.wav,female,fear
1911,TESS Toronto emotional speech set data/OAF_Fear/OAF_fall_fear.wav,female,fear
1912,TESS Toronto emotional speech set data/OAF_Fear/OAF_cool_fear.wav,female,fear
1913,TESS Toronto emotional speech set data/OAF_Fear/OAF_dime_fear.wav,female,fear
1914,TESS Toronto emotional speech set data/OAF_Fear/OAF_tell_fear.wav,female,fear
1915,TESS Toronto emotional speech set data/OAF_Fear/OAF_soap_fear.wav,female,fear
1916,TESS Toronto emotional speech set data/OAF_Fear/OAF_witch_fear.wav,female,fear
1917,TESS Toronto emotional speech set data/OAF_Fear/OAF_long_fear.wav,female,fear
1918,TESS Toronto emotional speech set data/OAF_Fear/OAF_reach_fear.wav,female,fear
1919,TESS Toronto emotional speech set data/OAF_Fear/OAF_mess_fear.wav,female,fear
1920,TESS Toronto emotional speech set data/OAF_Fear/OAF_shout_fear.wav,female,fear
1921,TESS Toronto emotional speech set data/OAF_Fear/OAF_keen_fear.wav,female,fear
1922,TESS Toronto emotional speech set data/OAF_Fear/OAF_shack_fear.wav,female,fear
1923,TESS Toronto emotional speech set data/OAF_Fear/OAF_thumb_fear.wav,female,fear
1924,TESS Toronto emotional speech set data/OAF_Fear/OAF_bite_fear.wav,female,fear
1925,TESS Toronto emotional speech set data/OAF_Fear/OAF_near_fear.wav,female,fear
1926,TESS Toronto emotional speech set data/OAF_Fear/OAF_wife_fear.wav,female,fear
1927,TESS Toronto emotional speech set data/OAF_Fear/OAF_red_fear.wav,female,fear
1928,TESS Toronto emotional speech set data/OAF_Fear/OAF_five_fear.wav,female,fear
1929,TESS Toronto emotional speech set data/OAF_Fear/OAF_vote_fear.wav,female,fear
1930,TESS Toronto emotional speech set data/OAF_Fear/OAF_team_fear.wav,female,fear
1931,TESS Toronto emotional speech set data/OAF_Fear/OAF_puff_fear.wav,female,fear
1932,TESS Toronto emotional speech set data/OAF_Fear/OAF_check_fear.wav,female,fear
1933,TESS Toronto emotional speech set data/OAF_Fear/OAF_germ_fear.wav,female,fear
1934,TESS Toronto emotional speech set data/OAF_Fear/OAF_juice_fear.wav,female,fear
1935,TESS Toronto emotional speech set data/OAF_Fear/OAF_make_fear.wav,female,fear
1936,TESS Toronto emotional speech set data/OAF_Fear/OAF_rush_fear.wav,female,fear
1937,TESS Toronto emotional speech set data/OAF_Fear/OAF_chalk_fear.wav,female,fear
1938,TESS Toronto emotional speech set data/OAF_Fear/OAF_hush_fear.wav,female,fear
1939,TESS Toronto emotional speech set data/OAF_Fear/OAF_tire_fear.wav,female,fear
1940,TESS Toronto emotional speech set data/OAF_Fear/OAF_king_fear.wav,female,fear
1941,TESS Toronto emotional speech set data/OAF_Fear/OAF_shawl_fear.wav,female,fear
1942,TESS Toronto emotional speech set data/OAF_Fear/OAF_said_fear.wav,female,fear
1943,TESS Toronto emotional speech set data/OAF_Fear/OAF_hit_fear.wav,female,fear
1944,TESS Toronto emotional speech set data/OAF_Fear/OAF_size_fear.wav,female,fear
1945,TESS Toronto emotional speech set data/OAF_Fear/OAF_dodge_fear.wav,female,fear
1946,TESS Toronto emotional speech set data/OAF_Fear/OAF_death_fear.wav,female,fear
1947,TESS Toronto emotional speech set data/OAF_Fear/OAF_seize_fear.wav,female,fear
1948,TESS Toronto emotional speech set data/OAF_Fear/OAF_good_fear.wav,female,fear
1949,TESS Toronto emotional speech set data/OAF_Fear/OAF_gun_fear.wav,female,fear
1950,TESS Toronto emotional speech set data/OAF_Fear/OAF_fat_fear.wav,female,fear
1951,TESS Toronto emotional speech set data/OAF_Fear/OAF_chain_fear.wav,female,fear
1952,TESS Toronto emotional speech set data/OAF_Fear/OAF_get_fear.wav,female,fear
1953,TESS Toronto emotional speech set data/OAF_Fear/OAF_pool_fear.wav,female,fear
1954,TESS Toronto emotional speech set data/OAF_Fear/OAF_calm_fear.wav,female,fear
1955,TESS Toronto emotional speech set data/OAF_Fear/OAF_wag_fear.wav,female,fear
1956,TESS Toronto emotional speech set data/OAF_Fear/OAF_keep_fear.wav,female,fear
1957,TESS Toronto emotional speech set data/OAF_Fear/OAF_sub_fear.wav,female,fear
1958,TESS Toronto emotional speech set data/OAF_Fear/OAF_cheek_fear.wav,female,fear
1959,TESS Toronto emotional speech set data/OAF_Fear/OAF_raise_fear.wav,female,fear
1960,TESS Toronto emotional speech set data/OAF_Fear/OAF_boat_fear.wav,female,fear
1961,TESS Toronto emotional speech set data/OAF_Fear/OAF_doll_fear.wav,female,fear
1962,TESS Toronto emotional speech set data/OAF_Fear/OAF_pick_fear.wav,female,fear
1963,TESS Toronto emotional speech set data/OAF_Fear/OAF_jail_fear.wav,female,fear
1964,TESS Toronto emotional speech set data/OAF_Fear/OAF_door_fear.wav,female,fear
1965,TESS Toronto emotional speech set data/OAF_Fear/OAF_limb_fear.wav,female,fear
1966,TESS Toronto emotional speech set data/OAF_Fear/OAF_late_fear.wav,female,fear
1967,TESS Toronto emotional speech set data/OAF_Fear/OAF_merge_fear.wav,female,fear
1968,TESS Toronto emotional speech set data/OAF_Fear/OAF_youth_fear.wav,female,fear
1969,TESS Toronto emotional speech set data/OAF_Fear/OAF_keg_fear.wav,female,fear
1970,TESS Toronto emotional speech set data/OAF_Fear/OAF_have_fear.wav,female,fear
1971,TESS Toronto emotional speech set data/OAF_Fear/OAF_came_fear.wav,female,fear
1972,TESS Toronto emotional speech set data/OAF_Fear/OAF_thought_fear.wav,female,fear
1973,TESS Toronto emotional speech set data/OAF_Fear/OAF_gaze_fear.wav,female,fear
1974,TESS Toronto emotional speech set data/OAF_Fear/OAF_bar_fear.wav,female,fear
1975,TESS Toronto emotional speech set data/OAF_Fear/OAF_cause_fear.wav,female,fear
1976,TESS Toronto emotional speech set data/OAF_Fear/OAF_book_fear.wav,female,fear
1977,TESS Toronto emotional speech set data/OAF_Fear/OAF_fit_fear.wav,female,fear
1978,TESS Toronto emotional speech set data/OAF_Fear/OAF_wheat_fear.wav,female,fear
1979,TESS Toronto emotional speech set data/OAF_Fear/OAF_hall_fear.wav,female,fear
1980,TESS Toronto emotional speech set data/OAF_Fear/OAF_ripe_fear.wav,female,fear
1981,TESS Toronto emotional speech set data/OAF_Fear/OAF_dead_fear.wav,female,fear
1982,TESS Toronto emotional speech set data/OAF_Fear/OAF_fail_fear.wav,female,fear
1983,TESS Toronto emotional speech set data/OAF_Fear/OAF_void_fear.wav,female,fear
1984,TESS Toronto emotional speech set data/OAF_Fear/OAF_room_fear.wav,female,fear
1985,TESS Toronto emotional speech set data/OAF_Fear/OAF_mop_fear.wav,female,fear
1986,TESS Toronto emotional speech set data/OAF_Fear/OAF_peg_fear.wav,female,fear
1987,TESS Toronto emotional speech set data/OAF_Fear/OAF_gas_fear.wav,female,fear
1988,TESS Toronto emotional speech set data/OAF_Fear/OAF_note_fear.wav,female,fear
1989,TESS Toronto emotional speech set data/OAF_Fear/OAF_phone_fear.wav,female,fear
1990,TESS Toronto emotional speech set data/OAF_Fear/OAF_luck_fear.wav,female,fear
1991,TESS Toronto emotional speech set data/OAF_Fear/OAF_pike_fear.wav,female,fear
1992,TESS Toronto emotional speech set data/OAF_Fear/OAF_dog_fear.wav,female,fear
1993,TESS Toronto emotional speech set data/OAF_Fear/OAF_shall_fear.wav,female,fear
1994,TESS Toronto emotional speech set data/OAF_Fear/OAF_mill_fear.wav,female,fear
1995,TESS Toronto emotional speech set data/OAF_Fear/OAF_sell_fear.wav,female,fear
1996,TESS Toronto emotional speech set data/OAF_Fear/OAF_rose_fear.wav,female,fear
1997,TESS Toronto emotional speech set data/OAF_Fear/OAF_half_fear.wav,female,fear
1998,TESS Toronto emotional speech set data/OAF_Fear/OAF_talk_fear.wav,female,fear
1999,TESS Toronto emotional speech set data/OAF_Fear/OAF_perch_fear.wav,female,fear
2000,TESS Toronto emotional speech set data/OAF_Fear/OAF_sour_fear.wav,female,fear
2001,TESS Toronto emotional speech set data/OAF_Fear/OAF_pad_fear.wav,female,fear
2002,TESS Toronto emotional speech set data/OAF_Fear/OAF_chat_fear.wav,female,fear
2003,TESS Toronto emotional speech set data/OAF_Fear/OAF_home_fear.wav,female,fear
2004,TESS Toronto emotional speech set data/OAF_Fear/OAF_read_fear.wav,female,fear
2005,TESS Toronto emotional speech set data/OAF_Fear/OAF_jar_fear.wav,female,fear
2006,TESS Toronto emotional speech set data/OAF_Fear/OAF_chief_fear.wav,female,fear
2007,TESS Toronto emotional speech set data/OAF_Fear/OAF_voice_fear.wav,female,fear
2008,TESS Toronto emotional speech set data/OAF_Fear/OAF_learn_fear.wav,female,fear
2009,TESS Toronto emotional speech set data/OAF_Fear/OAF_dab_fear.wav,female,fear
2010,TESS Toronto emotional speech set data/OAF_Fear/OAF_cab_fear.wav,female,fear
2011,TESS Toronto emotional speech set data/OAF_Fear/OAF_haze_fear.wav,female,fear
2012,TESS Toronto emotional speech set data/OAF_Fear/OAF_sail_fear.wav,female,fear
2013,TESS Toronto emotional speech set data/OAF_Fear/OAF_page_fear.wav,female,fear
2014,TESS Toronto emotional speech set data/OAF_Fear/OAF_young_fear.wav,female,fear
2015,TESS Toronto emotional speech set data/OAF_Fear/OAF_tough_fear.wav,female,fear
2016,TESS Toronto emotional speech set data/OAF_Fear/OAF_rain_fear.wav,female,fear
2017,TESS Toronto emotional speech set data/OAF_Fear/OAF_walk_fear.wav,female,fear
2018,TESS Toronto emotional speech set data/OAF_Fear/OAF_join_fear.wav,female,fear
2019,TESS Toronto emotional speech set data/OAF_Fear/OAF_tape_fear.wav,female,fear
2020,TESS Toronto emotional speech set data/OAF_Fear/OAF_mouse_fear.wav,female,fear
2021,TESS Toronto emotional speech set data/OAF_Fear/OAF_loaf_fear.wav,female,fear
2022,TESS Toronto emotional speech set data/OAF_Fear/OAF_yearn_fear.wav,female,fear
2023,TESS Toronto emotional speech set data/OAF_Fear/OAF_rot_fear.wav,female,fear
2024,TESS Toronto emotional speech set data/OAF_Fear/OAF_food_fear.wav,female,fear
2025,TESS Toronto emotional speech set data/OAF_Fear/OAF_road_fear.wav,female,fear
2026,TESS Toronto emotional speech set data/OAF_Fear/OAF_gin_fear.wav,female,fear
2027,TESS Toronto emotional speech set data/OAF_Fear/OAF_sure_fear.wav,female,fear
2028,TESS Toronto emotional speech set data/OAF_Fear/OAF_laud_fear.wav,female,fear
2029,TESS Toronto emotional speech set data/OAF_Fear/OAF_life_fear.wav,female,fear
2030,TESS Toronto emotional speech set data/OAF_Fear/OAF_search_fear.wav,female,fear
2031,TESS Toronto emotional speech set data/OAF_Fear/OAF_pearl_fear.wav,female,fear
2032,TESS Toronto emotional speech set data/OAF_Fear/OAF_jug_fear.wav,female,fear
2033,TESS Toronto emotional speech set data/OAF_Fear/OAF_should_fear.wav,female,fear
2034,TESS Toronto emotional speech set data/OAF_Fear/OAF_lot_fear.wav,female,fear
2035,TESS Toronto emotional speech set data/OAF_Fear/OAF_raid_fear.wav,female,fear
2036,TESS Toronto emotional speech set data/OAF_Fear/OAF_rough_fear.wav,female,fear
2037,TESS Toronto emotional speech set data/OAF_Fear/OAF_tool_fear.wav,female,fear
2038,TESS Toronto emotional speech set data/OAF_Fear/OAF_ton_fear.wav,female,fear
2039,TESS Toronto emotional speech set data/OAF_Fear/OAF_chair_fear.wav,female,fear
2040,TESS Toronto emotional speech set data/OAF_Fear/OAF_love_fear.wav,female,fear
2041,TESS Toronto emotional speech set data/OAF_Fear/OAF_white_fear.wav,female,fear
2042,TESS Toronto emotional speech set data/OAF_Fear/OAF_mob_fear.wav,female,fear
2043,TESS Toronto emotional speech set data/OAF_Fear/OAF_week_fear.wav,female,fear
2044,TESS Toronto emotional speech set data/OAF_Fear/OAF_south_fear.wav,female,fear
2045,TESS Toronto emotional speech set data/OAF_Fear/OAF_knock_fear.wav,female,fear
2046,TESS Toronto emotional speech set data/OAF_Fear/OAF_judge_fear.wav,female,fear
2047,TESS Toronto emotional speech set data/OAF_Fear/OAF_lease_fear.wav,female,fear
2048,TESS Toronto emotional speech set data/OAF_Fear/OAF_tip_fear.wav,female,fear
2049,TESS Toronto emotional speech set data/OAF_Fear/OAF_nice_fear.wav,female,fear
2050,TESS Toronto emotional speech set data/OAF_Fear/OAF_hurl_fear.wav,female,fear
2051,TESS Toronto emotional speech set data/OAF_Fear/OAF_shirt_fear.wav,female,fear
2052,TESS Toronto emotional speech set data/OAF_Fear/OAF_choice_fear.wav,female,fear
2053,TESS Toronto emotional speech set data/OAF_Fear/OAF_hole_fear.wav,female,fear
2054,TESS Toronto emotional speech set data/OAF_Fear/OAF_bean_fear.wav,female,fear
2055,TESS Toronto emotional speech set data/OAF_Fear/OAF_kill_fear.wav,female,fear
2056,TESS Toronto emotional speech set data/OAF_angry/OAF_king_angry.wav,female,angry
2057,TESS Toronto emotional speech set data/OAF_angry/OAF_rot_angry.wav,female,angry
2058,TESS Toronto emotional speech set data/OAF_angry/OAF_hire_angry.wav,female,angry
2059,TESS Toronto emotional speech set data/OAF_angry/OAF_take_angry.wav,female,angry
2060,TESS Toronto emotional speech set data/OAF_angry/OAF_calm_angry.wav,female,angry
2061,TESS Toronto emotional speech set data/OAF_angry/OAF_chalk_angry.wav,female,angry
2062,TESS Toronto emotional speech set data/OAF_angry/OAF_fit_angry.wav,female,angry
2063,TESS Toronto emotional speech set data/OAF_angry/OAF_learn_angry.wav,female,angry
2064,TESS Toronto emotional speech set data/OAF_angry/OAF_limb_angry.wav,female,angry
2065,TESS Toronto emotional speech set data/OAF_angry/OAF_keg_angry.wav,female,angry
2066,TESS Toronto emotional speech set data/OAF_angry/OAF_wash_angry.wav,female,angry
2067,TESS Toronto emotional speech set data/OAF_angry/OAF_thumb_angry.wav,female,angry
2068,TESS Toronto emotional speech set data/OAF_angry/OAF_mood_angry.wav,female,angry
2069,TESS Toronto emotional speech set data/OAF_angry/OAF_void_angry.wav,female,angry
2070,TESS Toronto emotional speech set data/OAF_angry/OAF_perch_angry.wav,female,angry
2071,TESS Toronto emotional speech set data/OAF_angry/OAF_said_angry.wav,female,angry
2072,TESS Toronto emotional speech set data/OAF_angry/OAF_book_angry.wav,female,angry
2073,TESS Toronto emotional speech set data/OAF_angry/OAF_get_angry.wav,female,angry
2074,TESS Toronto emotional speech set data/OAF_angry/OAF_far_angry.wav,female,angry
2075,TESS Toronto emotional speech set data/OAF_angry/OAF_pool_angry.wav,female,angry
2076,TESS Toronto emotional speech set data/OAF_angry/OAF_cheek_angry.wav,female,angry
2077,TESS Toronto emotional speech set data/OAF_angry/OAF_yearn_angry.wav,female,angry
2078,TESS Toronto emotional speech set data/OAF_angry/OAF_team_angry.wav,female,angry
2079,TESS Toronto emotional speech set data/OAF_angry/OAF_gaze_angry.wav,female,angry
2080,TESS Toronto emotional speech set data/OAF_angry/OAF_kite_angry.wav,female,angry
2081,TESS Toronto emotional speech set data/OAF_angry/OAF_love_angry.wav,female,angry
2082,TESS Toronto emotional speech set data/OAF_angry/OAF_hall_angry.wav,female,angry
2083,TESS Toronto emotional speech set data/OAF_angry/OAF_wire_angry.wav,female,angry
2084,TESS Toronto emotional speech set data/OAF_angry/OAF_dodge_angry.wav,female,angry
2085,TESS Toronto emotional speech set data/OAF_angry/OAF_beg_angry.wav,female,angry
2086,TESS Toronto emotional speech set data/OAF_angry/OAF_bath_angry.wav,female,angry
2087,TESS Toronto emotional speech set data/OAF_angry/OAF_cause_angry.wav,female,angry
2088,TESS Toronto emotional speech set data/OAF_angry/OAF_rose_angry.wav,female,angry
2089,TESS Toronto emotional speech set data/OAF_angry/OAF_wheat_angry.wav,female,angry
2090,TESS Toronto emotional speech set data/OAF_angry/OAF_tough_angry.wav,female,angry
2091,TESS Toronto emotional speech set data/OAF_angry/OAF_when_angry.wav,female,angry
2092,TESS Toronto emotional speech set data/OAF_angry/OAF_hash_angry.wav,female,angry
2093,TESS Toronto emotional speech set data/OAF_angry/OAF_shout_angry.wav,female,angry
2094,TESS Toronto emotional speech set data/OAF_angry/OAF_lose_angry.wav,female,angry
2095,TESS Toronto emotional speech set data/OAF_angry/OAF_date_angry.wav,female,angry
2096,TESS Toronto emotional speech set data/OAF_angry/OAF_five_angry.wav,female,angry
2097,TESS Toronto emotional speech set data/OAF_angry/OAF_sheep_angry.wav,female,angry
